gene_name	WT_0h_rep_1	WT_0h_rep_2	WT_0h_rep_3	WT_0h_rep_4	WT_1h_rep_1	WT_1h_rep_2	WT_1h_rep_3	WT_1h_rep_4	WT_2h_rep_1	WT_2h_rep_2	WT_2h_rep_3	WT_2h_rep_4	WT_4h_rep_1	WT_4h_rep_2	WT_4h_rep_3	WT_4h_rep_4
Spef2	16	55	20	14	12	24	23	14	8	11	15	5	1	4	3	3
Prlr	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0
Agxt2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Dnajc21	219	269	168	281	282	201	274	286	196	268	336	366	153	183	254	219
Brix1	292	461	257	372	363	349	463	428	307	420	500	545	159	285	383	262
Rad1	16	28	29	21	23	11	14	17	7	7	10	7	5	5	8	5
Ttc23l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rai14	365	404	226	366	415	319	307	364	255	355	283	347	121	255	251	180
Gm10389	12	18	11	6	2	5	3	8	10	4	17	10	0	6	8	2
4930556M19Rik	8	16	17	6	9	6	10	5	4	1	1	3	3	0	6	2
Gm19276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C1qtnf3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Amacr	18	34	15	24	24	11	15	20	5	4	7	6	7	8	6	1
Slc45a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rxfp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts12	0	2	1	0	0	0	2	0	0	2	2	0	0	0	0	0
Tars	691	848	552	868	943	603	738	910	749	888	745	1217	401	501	639	544
Npr3	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0
Gm5144	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1700047G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sub1	543	790	509	725	590	571	709	691	420	728	661	751	367	530	607	492
Zfr	938	1672	1045	1130	1166	1131	1241	1044	910	1298	1400	1357	988	1254	1259	1108
Mir1898	0	0	0	0	0	2	0	1	0	0	0	3	0	2	1	4
Gm2573	3	6	7	13	5	7	7	10	3	7	6	16	3	5	8	7
Mtmr12	350	504	346	369	716	719	789	725	545	808	736	762	156	197	263	166
Golph3	748	1240	743	844	1021	1079	1211	1091	769	1187	1244	1169	580	854	945	737
Pdzd2	6	16	10	11	14	7	20	8	5	4	3	6	6	10	16	13
Gm17756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030458C11Rik	147	234	158	193	126	109	120	120	65	91	82	96	61	84	90	76
Drosha	333	525	381	374	338	369	466	358	202	322	375	316	162	324	352	166
Cdh6	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0
Cdh9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921515E04Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cdh10	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Acot10	0	5	4	3	5	3	2	1	2	2	2	5	2	8	5	4
Cdh12	0	0	0	0	0	1	1	0	0	2	0	1	1	0	0	0
Hnrnpa1l2-ps2	2	7	0	6	3	4	7	11	2	1	4	7	3	9	6	8
Cdh18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2824	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
9230109A22Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
Basp1	1401	1701	1024	2048	1690	1424	1608	2059	1058	1928	1861	2124	1060	1468	1844	1138
Gm48957	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Myo10	905	744	445	1089	1127	547	576	1197	1481	1206	1230	2394	1771	2017	2048	2409
Retreg1	568	681	465	717	725	535	585	605	444	555	472	692	175	257	331	163
Zfp622	185	298	221	199	274	309	380	265	109	232	207	186	83	158	164	124
Marchf11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
D130046C19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ank	552	750	439	673	610	485	597	564	359	396	428	602	140	190	203	174
Tiaf2	11	25	14	11	4	4	2	1	1	0	2	2	2	1	6	1
Gm9948	24	26	37	27	20	16	3	7	4	8	7	3	10	11	16	2
Otulin	308	517	334	425	431	370	419	413	265	376	370	407	114	192	262	209
Otulinl	243	529	254	301	238	263	196	240	89	151	121	150	33	55	66	39
Trio	1305	1723	1180	1228	1681	1321	1452	1269	1299	1894	1703	1636	642	1172	1603	729
Gm20555	26	31	21	26	29	34	38	21	9	24	24	25	5	12	19	8
Dnah5	0	0	0	0	0	0	2	0	0	1	0	0	2	1	0	0
Mir3964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnd2	37	102	121	67	65	101	131	81	29	81	109	60	17	47	77	29
4930430F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dap	708	877	512	804	792	616	807	660	501	659	679	769	391	442	503	404
Ankrd33b	138	223	178	149	650	707	730	553	528	998	878	753	191	240	414	176
Ropn1l	30	32	19	23	24	30	28	12	13	24	21	25	12	17	21	20
Marchf6	671	980	588	788	723	639	670	725	458	481	423	664	227	248	241	259
Cmbl	41	24	11	36	26	10	8	40	22	18	11	24	9	4	4	8
Cct5	950	1412	848	1084	1044	849	988	1143	719	1097	1102	1392	693	853	919	800
Atpsckmt	36	75	58	74	42	37	67	55	21	32	38	45	13	23	23	23
Tas2r119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snhg18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Snord123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema5a	0	1	0	0	0	0	1	4	1	0	0	0	0	0	1	1
Sdc2	2	3	0	2	0	1	0	3	1	2	2	0	1	1	0	1
Cpq	241	430	267	279	239	352	337	210	160	246	324	276	135	275	281	155
1700084J12Rik	2	0	2	1	0	3	6	0	0	1	3	1	1	3	1	0
4930592A05Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspyl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtdh	1086	1445	970	1321	1599	1219	1379	1598	2634	2810	2848	4438	3920	3668	4434	4974
Laptm4b	36	83	47	47	63	52	45	24	38	72	53	33	17	28	26	16
Matn2	35	47	34	37	37	45	36	28	41	45	34	35	20	21	10	16
9430069I07Rik	2	2	1	4	1	5	0	1	0	3	0	1	0	0	0	0
Rpl30	537	936	625	780	568	676	724	651	399	715	647	779	329	574	622	497
Erich5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rida	44	46	37	73	39	45	35	43	38	47	37	47	21	33	31	24
Pop1	92	169	84	112	104	75	95	94	89	90	101	135	55	79	92	47
Nipal2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
4930413F20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcns2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Stk3	407	618	347	530	557	524	580	529	345	548	568	573	364	473	619	472
Osr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC048602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vps13b	1344	2433	1495	1441	1635	1769	1537	1440	1114	1434	1470	1582	723	961	1075	810
Mir599	0	4	1	0	1	0	2	0	0	0	1	0	0	1	0	0
Mir875	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
Cox6c	2194	3347	1849	3091	2205	2273	2830	2573	1422	2721	2899	3058	1733	2457	2592	2173
Rgs22	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
Fbxo43	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Polr2k	70	134	83	97	81	81	86	102	61	119	111	107	48	88	110	74
Spag1	17	31	30	19	15	33	35	21	22	19	30	16	25	19	22	28
Rnf19a	348	520	392	371	1008	1092	1080	945	550	943	762	805	257	280	352	257
Ankrd46	162	305	192	211	134	128	135	126	75	102	121	123	45	70	60	57
Snx31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc1	6841	11292	7125	8029	8696	8928	11075	9280	7496	9758	12168	11127	6591	10960	13679	8037
Ywhaz	1186	1513	1010	1565	1256	1205	1093	1389	1008	1420	1287	1720	1312	1666	1590	1556
Gm10384	6	12	4	7	2	2	1	0	0	0	2	0	0	0	0	0
Zfp706	419	708	435	493	436	422	418	388	262	414	381	435	165	264	295	220
Grhl2	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0
Ncald	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930447A16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrm2b	157	321	152	197	158	180	197	161	102	153	160	145	77	126	138	100
Ubr5	1847	2397	1551	2108	2490	1957	2209	2310	1776	2098	2093	2423	990	1679	1741	1118
Odf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf10	212	257	186	247	226	276	257	251	52	88	65	76	11	36	22	3
Azin1	1241	1343	870	1474	1745	1414	1655	1818	1020	1399	1412	1559	559	884	1163	737
2310043O21Rik	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Atp6v1c1	1978	2973	1663	2134	2360	1973	2125	1996	1482	2078	1716	1859	824	962	1462	773
Baalc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd6	0	2	3	0	1	1	0	0	0	1	1	0	1	1	3	0
Cthrc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a32	63	117	67	60	53	56	43	56	39	42	42	43	18	41	33	22
Dcaf13	200	306	216	259	296	226	303	326	265	334	388	438	242	394	415	323
Rims2	2	0	2	1	2	1	0	4	0	1	0	1	0	0	0	0
Dcstamp	48	17	6	88	59	8	13	137	39	12	9	78	10	10	3	41
Dpys	4	5	3	22	8	0	5	9	3	1	0	10	4	3	2	7
Gm16291	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Lrp12	824	1085	779	836	1130	1067	917	937	508	1003	746	821	102	114	317	72
AU022793	211	294	145	222	128	130	110	71	28	51	60	43	11	29	54	10
9330182O14Rik	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
Gm16294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfpm2	0	0	0	0	1	0	2	1	0	1	1	0	1	0	0	0
Oxr1	1009	1758	1058	1129	948	1125	1182	950	576	877	877	772	231	546	751	273
Gm19760	0	2	3	3	0	0	2	0	0	4	2	1	0	3	1	1
Abra	3	2	3	0	0	0	3	0	0	0	2	0	0	0	0	0
Angpt1	0	1	1	2	1	4	2	2	0	5	0	2	21	40	36	20
Gm17473	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0
Rspo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3e	689	1272	806	965	847	912	1118	1045	620	1048	1122	1273	575	945	1121	802
Gm10373	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Emc2	440	661	452	561	504	457	544	526	286	488	503	568	224	340	415	302
Tmem74	1	2	2	1	0	1	0	1	0	0	0	0	0	0	0	3
Trhr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudcd1	78	119	76	82	124	95	101	102	57	87	92	115	41	60	74	52
Eny2	97	170	96	123	99	111	121	98	70	94	99	137	45	97	101	83
Pkhd1l1	0	1	1	2	0	1	4	0	1	0	2	0	0	1	3	0
Ebag9	114	202	142	159	130	143	181	140	69	117	116	131	57	94	111	64
Sybu	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2310069G16Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A930017M01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5471	0	0	1	0	0	3	0	3	0	2	2	2	0	1	3	1
Kcnv1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1700022A22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930523O13Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4930548G14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csmd3	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0
Trps1	374	615	449	441	653	677	653	508	1032	1400	1391	1694	595	994	651	664
Mir1907	0	2	2	3	4	4	4	5	1	1	5	3	5	2	0	5
Gm19303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3h	1309	2367	1436	1630	1602	1634	1839	1496	1128	1792	1769	1802	949	1361	1804	1154
Utp23	68	116	111	131	76	88	103	114	78	110	114	119	58	82	126	95
Rad21	2115	4067	2454	2527	2237	2721	3165	2234	1627	2355	2860	2622	795	1466	1627	964
Aard	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl15-ps6	485	789	559	719	566	556	621	652	408	724	578	701	356	601	714	524
Med30	56	101	67	78	59	75	61	69	49	82	52	82	34	50	35	35
Ext1	193	214	164	206	266	169	236	230	477	552	455	644	929	1439	1398	1034
Gm19551	14	21	19	5	74	56	66	47	56	80	91	63	62	110	119	51
Samd12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir28c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf11b	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Gm5215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colec10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mal2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ccn3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Enpp2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Taf2	301	478	252	301	353	351	280	305	244	312	323	324	220	276	261	218
Dscc1	82	108	85	90	78	54	70	74	13	46	75	49	1	6	16	7
Gm9920	3	10	2	3	7	8	5	1	1	2	3	1	0	2	1	2
Deptor	72	151	99	113	102	126	109	85	60	85	84	76	18	44	48	25
Col14a1	1	5	5	3	3	4	2	7	9	2	2	3	4	6	2	1
1700040F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl13	133	229	130	198	131	127	148	128	86	176	164	205	134	171	176	210
Mtbp	66	122	59	74	66	62	75	77	51	61	65	59	31	35	36	29
Sntb1	15	14	8	10	20	19	8	18	29	26	17	38	138	69	71	137
Has2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Has2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a22	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Zhx2	16	42	28	33	42	33	45	31	298	462	435	400	162	245	422	118
9330154K18Rik	6	17	7	5	168	197	211	86	49	109	83	60	23	27	32	15
Derl1	394	587	361	532	417	430	439	439	305	499	437	487	185	267	358	236
Tbc1d31	340	802	518	517	346	473	532	407	183	317	379	270	31	70	90	37
Fam83a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130401M01Rik	96	164	77	100	96	87	94	111	81	105	126	121	48	83	110	75
Zhx1	764	1364	841	862	784	899	959	671	534	835	848	793	417	635	552	486
Atad2	1986	3793	2437	2491	1915	2076	2914	2457	882	1501	1941	1506	123	248	379	156
Wdyhv1	34	71	48	24	36	29	37	33	24	20	23	33	20	18	25	27
Fbxo32	21	74	35	20	6	20	18	7	2	0	7	3	0	1	6	1
Klhl38	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0
Anxa13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fam91a1	982	1779	1067	1071	1194	1155	955	955	790	1141	921	1125	550	862	766	643
Fer1l6	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Tmem65	531	915	568	539	498	537	549	366	251	417	383	339	84	140	196	82
Ube2d4	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Trmt12	59	108	55	78	21	26	22	21	24	20	29	38	22	44	29	22
Rnf139	224	460	257	252	207	225	250	222	378	486	533	658	611	956	1015	824
Tatdn1	57	98	88	85	69	62	77	81	62	96	83	101	46	86	127	51
Ndufb9	438	837	486	569	445	515	643	532	325	494	541	524	256	454	508	328
Mtss1	1322	1521	1051	1576	1516	1102	1120	1538	858	962	952	1219	56	99	165	47
Zfp572	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0
Sqle	561	571	330	726	639	332	342	624	388	424	351	511	188	142	160	197
Washc5	1252	2042	1227	1236	1480	1314	1262	1187	943	1560	1235	1354	612	865	978	613
Nsmce2	242	376	268	247	288	274	300	275	158	234	307	244	125	195	259	174
Trib1	55	76	87	81	326	715	657	348	58	123	135	87	53	43	28	74
Gm19510	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0
4933412E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lratd2	296	414	212	367	112	79	75	112	72	99	81	137	138	86	117	138
9930014A18Rik	10	8	9	7	3	6	4	3	1	2	0	8	2	2	2	1
A1bg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D030024E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myc	439	282	229	644	1128	1291	1656	1209	65	214	247	137	112	44	74	78
Pvt1	36	53	43	54	48	49	58	32	20	24	25	23	6	1	5	6
Macroh2a3	3	6	1	4	9	8	2	3	0	1	4	0	0	1	0	0
Gm20740	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	2
4930449C09Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Gsdmc	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1700065I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
Gsdmcl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
Gsdmcl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Gsdmcl-ps	1	4	2	0	0	0	0	0	0	0	2	0	1	2	0	1
Cyrib	569	763	519	641	616	691	721	638	459	674	637	639	284	501	513	365
Asap1	1537	2031	1425	1795	1855	1622	1663	1899	1898	2022	2041	2790	1359	1469	1491	1543
9130004J05Rik	45	38	73	36	121	53	72	66	56	55	55	66	13	14	13	11
Adcy8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Efr3a	996	1676	1045	1080	1111	1105	1116	1091	903	1151	1062	1371	925	1230	1375	1104
Oc90	0	2	5	0	1	0	2	0	0	0	3	2	2	4	3	1
Hhla1	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0
Kcnq3	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0
Lrrc6	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	2
Tmem71	126	312	184	117	131	163	147	86	65	100	111	97	26	53	71	21
Phf20l1	574	960	592	615	670	753	756	539	458	622	590	643	509	818	830	536
Tg	1	0	0	2	1	4	0	1	0	1	3	4	1	4	1	0
Sla	233	388	226	257	198	241	283	191	102	170	253	175	88	53	81	128
Ccn4	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0
Ndrg1	855	1083	705	1033	1582	1182	1194	1336	1050	1788	1482	1721	562	875	1345	560
St3gal1	620	706	458	782	1715	1052	1400	1627	2330	3169	2996	3972	1996	1950	2554	1988
1700012I11Rik	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0
Zfat	88	143	78	96	86	89	82	95	59	61	89	85	47	74	78	62
Mir30b	0	1	0	0	1	0	0	0	2	0	0	0	0	1	1	0
Mir30d	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Khdrbs3	1	3	0	1	2	2	0	1	3	0	0	0	0	0	0	0
4930573C08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19782	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fam135b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Col22a1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Kcnk9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Trappc9	183	319	244	303	253	218	246	291	160	224	240	244	145	174	181	144
Peg13	104	125	86	98	93	86	92	86	45	63	61	54	17	16	35	23
Gm3150	108	220	126	146	121	172	166	175	88	157	188	190	74	148	195	117
Chrac1	71	163	111	104	94	106	95	111	66	99	105	128	64	109	99	90
Ago2	839	1201	760	935	1002	763	794	806	716	810	742	938	304	391	586	360
Ptk2	188	230	153	140	205	182	186	211	142	195	202	170	82	191	167	129
Mir151	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	1
Gm10362	30	40	26	67	28	31	43	51	30	36	34	54	14	25	32	43
Dennd3	0	3	0	1	1	2	2	0	0	0	0	3	11	6	9	3
Slc45a4	186	326	205	241	196	168	154	175	77	106	88	86	12	13	15	9
1700010B13Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gpr20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ptp4a3	33	62	39	53	42	45	74	31	15	39	42	43	15	15	9	8
Mroh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb4c	170	296	168	296	172	160	263	168	135	237	226	240	113	148	180	161
Adgrb1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mroh4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arc	13	8	9	25	1	4	16	6	1	0	1	4	2	1	0	1
Jrk	17	31	9	20	9	8	4	6	5	8	14	13	2	9	8	4
4933427E11Rik	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0
Psca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Them6	14	16	6	13	20	8	8	13	5	14	8	13	4	6	2	2
Slurp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lypd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slurp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lynx1	1	1	4	1	5	1	1	2	4	2	4	5	0	0	6	2
Ly6d	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1
Ly6g6g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gml	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gml2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11b1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cyp11b2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ly6m	0	0	1	0	0	0	3	0	0	0	0	0	1	0	2	0
Ly6e	332	1054	1297	736	447	962	1715	591	458	822	1649	960	1186	1820	1974	1651
Ly6i	0	2	0	0	0	0	0	0	0	0	0	0	2	3	2	3
Ly6a	8	27	68	18	8	37	83	8	1	12	62	15	28	52	130	55
Ly6c1	0	2	2	0	2	2	1	1	0	0	6	1	7	5	5	0
Ly6c2	41	93	58	20	42	113	83	22	37	74	82	32	60	49	135	37
Ly6a2	18	48	17	5	25	52	45	21	22	75	34	29	28	29	44	14
Ly6g	2	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0
Ly6g2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Ly6f	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9030619P08Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ly6h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpihbp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp41	71	175	123	121	29	52	50	45	14	13	19	11	6	15	13	6
Gm19937	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2810039B14Rik	2	2	1	2	0	0	3	0	3	1	1	0	0	0	2	1
Top1mt	24	52	40	39	55	28	46	49	16	30	31	42	17	8	30	19
Rhpn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mafa	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h3	137	242	145	169	158	179	201	164	102	138	139	160	57	119	140	78
Gsdmd	193	362	267	245	237	270	316	243	282	368	473	474	479	669	735	634
Mroh6	2	8	0	3	5	0	0	0	0	0	0	0	0	0	0	0
Naprt	17	44	29	40	24	31	38	28	9	28	28	30	10	13	17	11
Eef1d	743	1138	729	971	667	709	844	913	435	804	860	849	382	561	619	550
Tigd5	10	17	7	23	8	6	0	2	1	4	4	8	3	0	2	0
Pycrl	96	161	88	124	83	84	80	87	49	72	66	68	9	23	29	28
Gfus	143	253	164	169	155	177	168	158	111	173	180	178	95	148	152	119
Zfp623	79	126	83	90	24	15	31	26	30	29	51	35	22	40	38	26
Zfp707	9	32	16	21	6	4	7	4	2	7	8	4	0	3	14	5
Ccdc166	20	34	20	21	10	4	3	2	0	9	0	6	0	2	0	1
Mapk15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83h	16	19	17	10	6	15	15	13	2	19	5	4	5	6	13	2
Iqank1	3	0	0	4	0	1	0	1	0	0	2	6	0	1	1	0
Scrib	205	307	198	251	197	203	196	240	139	224	190	226	59	91	72	87
Puf60	601	926	555	667	653	601	757	662	476	674	645	757	335	491	538	450
Nrbp2	2	3	3	0	0	2	3	1	2	0	1	4	0	4	1	1
Eppk1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
BC024139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plec	6791	8082	5282	8540	9647	6831	8048	9193	8556	10519	12582	13602	4658	15201	8728	5170
Mir1942	4	2	2	0	3	7	3	4	1	5	4	1	0	1	0	0
Parp10	113	214	149	121	111	191	216	102	159	294	421	269	716	1119	967	769
Grina	889	1484	988	1081	990	1094	1292	975	819	1242	1368	1403	1353	1783	2052	1571
Mirt2	0	0	1	0	0	1	0	0	2	0	0	1	0	1	2	0
Spatc1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Mir3079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smpd5	10	16	2	11	5	7	10	3	0	4	1	1	0	5	0	1
Oplah	0	6	10	9	8	6	17	1	4	1	7	7	4	3	2	2
Exosc4	56	109	97	87	48	65	73	97	58	56	51	80	50	53	67	68
Gpaa1	128	269	143	195	134	134	161	119	108	138	118	147	60	87	84	61
Cyc1	163	233	107	185	172	149	163	172	119	153	143	211	110	166	200	123
Sharpin	244	505	287	325	279	321	300	263	202	307	310	322	196	273	295	210
Maf1	188	341	207	213	185	216	204	170	102	219	172	209	101	145	133	111
Hgh1	27	32	20	35	12	6	9	16	6	7	12	18	3	2	4	3
Tssk5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Mroh1	552	864	498	621	654	547	572	562	432	711	517	589	325	419	421	264
Bop1	195	225	138	214	208	132	132	219	198	205	139	243	110	158	165	158
Scx	1	2	0	0	2	1	2	3	1	1	1	1	0	0	0	1
Hsf1	110	192	109	124	147	95	157	113	88	125	152	157	68	85	83	67
Dgat1	23	68	47	49	45	42	47	33	26	46	29	38	16	38	25	28
